,Sentence,CompScore,PosScore,NegScore,NeuScore,PosFlag,NegFlag,NeuFlag
576,"It was full of money—that was the inexhaustible charm that rose and fell in it, the jingle of it, the cymbals’ song of it … High in a white palace the king’s daughter, the golden girl … Tom came out of the house wrapping a quart bottle in a towel, followed by Daisy and Jordan wearing small tight hats of metallic cloth and carrying light capes over their arms.",0.4019,0.041,0.0,0.959,1,0,0
577,"Daisy looked at Tom frowning, and an indefinable expression, at once definitely unfamiliar and vaguely recognizable, as if I had only heard it described in words, passed over Gatsby’s face.",0.0772,0.084,0.075,0.841,1,0,0
578,"“Come on, Daisy” said Tom, pressing her with his hand toward Gatsby’s car.",0.4939,0.211,0.0,0.789,1,0,0
579,"We’ll follow you in the coupé.” She walked close to Gatsby, touching his coat with her hand.",0.4939,0.167,0.0,0.833,1,0,0
580,"“See what?” He looked at me keenly, realizing that Jordan and I must have known all along.",0.25,0.118,0.0,0.882,1,0,0
581,“I could have gone deeper if I’d known—” “Do you mean you’ve been to a medium?” inquired Jordan humorously.,0.5106,0.163,0.0,0.837,1,0,0
582,"“What?” Confused, he stared at us as we laughed.",0.1779,0.244,0.187,0.569,1,0,0
583,"I said I’d been making a small investigation of his past.” “And you found he was an Oxford man,” said Jordan helpfully.",0.5106,0.148,0.0,0.852,1,0,0
584,"“What do you think we stopped for—to admire the view?” “I’m sick,” said Wilson without moving.",0.296,0.163,0.1,0.737,1,0,0
585,"“You sounded well enough on the phone.” With an effort Wilson left the shade and support of the doorway and, breathing hard, unscrewed the cap of the tank.",0.5267,0.154,0.045,0.801,1,0,0
586,"“But I need money pretty bad, and I was wondering what you were going to do with your old car.” “How do you like this one?” inquired Tom.",0.296,0.177,0.109,0.714,1,0,0
587,"“Like to buy it?” “Big chance,” Wilson smiled faintly.",0.5423,0.304,0.0,0.696,1,0,0
588,"“No, but I could make some money on the other.” “What do you want money for, all of a sudden?” “I’ve been here too long.",0.1154,0.062,0.0,0.938,1,0,0
589,I want to get away.,0.0772,0.302,0.0,0.698,1,0,0
590,I’m going to get her away.” The coupé flashed by us with a flurry of dust and the flash of a waving hand.,0.4939,0.138,0.0,0.862,1,0,0
591,"“I just got wised up to something funny the last two days,” remarked Wilson.",0.6597,0.31,0.0,0.69,1,0,0
592,“That’s why I want to get away.,0.0772,0.206,0.0,0.794,1,0,0
593,"Over the ash-heaps the giant eyes of Doctor T. J. Eckleburg kept their vigil, but I perceived, after a moment, that other eyes were regarding us with peculiar intensity from less than twenty feet away.",0.2263,0.056,0.0,0.944,1,0,0
594,"So engrossed was she that she had no consciousness of being observed, and one emotion after another crept into her face like objects into a slowly developing picture.",0.2944,0.144,0.072,0.784,1,0,0
595,"His wife and his mistress, until an hour ago secure and inviolate, were slipping precipitately from his control.",0.34,0.124,0.0,0.876,1,0,0
596,"Instinct made him step on the accelerator with the double purpose of overtaking Daisy and leaving Wilson behind, and we sped along toward Astoria at fifty miles an hour, until, among the spidery girders of the elevated, we came in sight of the easygoing blue coupé.",0.3182,0.049,0.0,0.951,1,0,0
597,“I love New York on summer afternoons when everyone’s away.,0.6369,0.318,0.0,0.682,1,0,0
598,And we all took the less explicable step of engaging the parlour of a suite in the Plaza Hotel.,0.34,0.124,0.0,0.876,1,0,0
599,"The prolonged and tumultuous argument that ended by herding us into that room eludes me, though I have a sharp physical memory that, in the course of it, my underwear kept climbing like a damp snake around my legs and intermittent beads of sweat raced cool across my back.",0.3182,0.095,0.05,0.855,1,0,0
600,"The notion originated with Daisy’s suggestion that we hire five bathrooms and take cold baths, and then assumed more tangible form as “a place to have a mint julep.” Each of us said over and over that it was a “crazy idea”—we all talked at once to a baffled clerk and thought, or pretended to think, that we were being very funny … The room was large and stifling, and, though it was already four o’clock, opening the windows admitted only a gust of hot shrubbery from the Park.",0.5563,0.053,0.0,0.947,1,0,0
601,"“It’s a swell suite,” whispered Jordan respectfully, and everyone laughed.",0.6908,0.449,0.0,0.551,1,0,0
602,"“Why not let her alone, old sport?” remarked Gatsby.",0.1877,0.179,0.0,0.821,1,0,0
603,"The telephone book slipped from its nail and splashed to the floor, whereupon Jordan whispered, “Excuse me”—but this time no one laughed.",0.2023,0.119,0.087,0.794,1,0,0
604,"“I’ve got it.” Gatsby examined the parted string, muttered “Hum!” in an interested way, and tossed the book on a chair.",0.4574,0.136,0.0,0.864,1,0,0
605,"“That’s a great expression of yours, isn’t it?” said Tom sharply.",0.6249,0.313,0.0,0.687,1,0,0
606,"He was a friend of Daisy’s.” “He was not,” she denied.",0.0772,0.227,0.206,0.567,1,0,0
607,Asa Bird brought him around at the last minute and asked if we had room for him.” Jordan smiled.,0.5423,0.163,0.0,0.837,1,0,0
608,"“By the way, Mr. Gatsby, I understand you’re an Oxford man.” “Not exactly.” “Oh, yes, I understand you went to Oxford.” “Yes—I went there.” A pause.",0.4019,0.109,0.0,0.891,1,0,0
609,This tremendous detail was to be cleared up at last.,0.1027,0.135,0.0,0.865,1,0,0
610,"“I heard you, but I’d like to know when.” “It was in nineteen-nineteen, I only stayed five months.",0.5023,0.169,0.0,0.831,1,0,0
611,"“It was an opportunity they gave to some of the officers after the armistice,” he continued.",0.4215,0.157,0.0,0.843,1,0,0
612,“We could go to any of the universities in England or France.” I wanted to get up and slap him on the back.,0.1531,0.071,0.0,0.929,1,0,0
613,I had one of those renewals of complete faith in him that I’d experienced before.,0.4215,0.177,0.0,0.823,1,0,0
614,"Daisy rose, smiling faintly, and went to the table.",0.4588,0.273,0.0,0.727,1,0,0
615,Please have a little self-control.” “Self-control!” repeated Tom incredulously.,0.3802,0.27,0.0,0.73,1,0,0
616,I don’t give big parties.,0.4019,0.474,0.0,0.526,1,0,0
617,"I suppose you’ve got to make your house into a pigsty in order to have any friends—in the modern world.” Angry as I was, as we all were, I was tempted to laugh whenever he opened his mouth.",0.0772,0.093,0.085,0.823,1,0,0
618,"Why don’t we all go home?” “That’s a good idea,” I got up.",0.4404,0.225,0.0,0.775,1,0,0
619,"Nobody wants a drink.” “I want to know what Mr. Gatsby has to tell me.” “Your wife doesn’t love you,” said Gatsby.",0.6705,0.224,0.0,0.776,1,0,0
620,She loves me.” “You must be crazy!” exclaimed Tom automatically.,0.6114,0.307,0.0,0.693,1,0,0
621,"Gatsby sprang to his feet, vivid with excitement.",0.4939,0.314,0.0,0.686,1,0,0
622,"I want to hear all about it.” “I told you what’s been going on,” said Gatsby.",0.0772,0.085,0.0,0.915,1,0,0
623,"But both of us loved each other all that time, old sport, and you didn’t know.",0.5994,0.206,0.0,0.794,1,0,0
624,I used to laugh sometimes”—but there was no laughter in his eyes—“to think that you didn’t know.” “Oh—that’s all.” Tom tapped his thick fingers together like a clergyman and leaned back in his chair.,0.7964,0.235,0.056,0.709,1,0,0
625,"Daisy loved me when she married me and she loves me now.” “No,” said Gatsby, shaking his head.",0.7845,0.313,0.07,0.617,1,0,0
626,"“And what’s more, I love Daisy too.",0.6697,0.473,0.0,0.527,1,0,0
627,"Once in a while I go off on a spree and make a fool of myself, but I always come back, and in my heart I love her all the time.” “You’re revolting,” said Daisy.",0.705,0.167,0.056,0.777,1,0,0
628,I’m surprised that they didn’t treat you to the story of that little spree.” Gatsby walked over and stood beside her.,0.5574,0.195,0.0,0.805,1,0,0
629,"“Not that day I carried you down from the Punch Bowl to keep your shoes dry?” There was a husky tenderness in his tone … “Daisy?” “Please don’t.” Her voice was cold, but the rancour was gone from it.",0.3094,0.061,0.0,0.939,1,0,0
630,"“There, Jay,” she said—but her hand as she tried to light a cigarette was trembling.",0.1779,0.181,0.141,0.678,1,0,0
631,“I love you now—isn’t that enough?,0.6369,0.457,0.0,0.543,1,0,0
632,“I did love him once—but I loved you too.” Gatsby’s eyes opened and closed.,0.8442,0.424,0.0,0.576,1,0,0
633,“You loved me too?” he repeated.,0.5994,0.438,0.0,0.562,1,0,0
634,“She didn’t know you were alive.,0.3818,0.342,0.0,0.658,1,0,0
635,"“I want to speak to Daisy alone,” he insisted.",0.0772,0.14,0.0,0.86,1,0,0
636,"“It wouldn’t be true.” “Of course it wouldn’t,” agreed Tom.",0.2732,0.189,0.0,0.811,1,0,0
637,"I’m going to take better care of you from now on.” “You don’t understand,” said Gatsby, with a touch of panic.",0.4215,0.231,0.125,0.644,1,0,0
638,“You’re not going to take care of her any more.” “I’m not?” Tom opened his eyes wide and laughed.,0.7351,0.267,0.0,0.733,1,0,0
639,"“I guess your friend Walter Chase wasn’t too proud to come in on it.” “And you left him in the lurch, didn’t you?",0.743,0.231,0.0,0.769,1,0,0
640,God!,0.3382,1.0,0.0,0.0,1,0,0
641,"He was very glad to pick up some money, old sport.” “Don’t you call me ‘old sport’!” cried Tom.",0.2465,0.155,0.112,0.733,1,0,0
642,"I can’t stand this any more.” Her frightened eyes told that whatever intentions, whatever courage she had had, were definitely gone.",0.4588,0.229,0.112,0.659,1,0,0
643,"Tom talked incessantly, exulting and laughing, but his voice was as remote from Jordan and me as the foreign clamour on the sidewalk or the tumult of the elevated overhead.",0.2732,0.068,0.0,0.932,1,0,0
644,"Thirty—the promise of a decade of loneliness, a thinning list of single men to know, a thinning briefcase of enthusiasm, thinning hair.",0.34,0.217,0.117,0.667,1,0,0
645,"But there was Jordan beside me, who, unlike Daisy, was too wise ever to carry well-forgotten dreams from age to age.",0.7003,0.234,0.0,0.766,1,0,0
646,"“I’ve got my wife locked in up there,” explained Wilson calmly.",0.3182,0.187,0.0,0.813,1,0,0
647,"“She’s going to stay there till the day after tomorrow, and then we’re going to move away.” Michaelis was astonished; they had been neighbours for four years, and Wilson had never seemed faintly capable of such a statement.",0.1068,0.065,0.055,0.88,1,0,0
648,"When anyone spoke to him he invariably laughed in an agreeable, colourless way.",0.7003,0.345,0.0,0.655,1,0,0
649,"So naturally Michaelis tried to find out what had happened, but Wilson wouldn’t say a word—instead he began to throw curious, suspicious glances at his visitor and ask him what he’d been doing at certain times on certain days.",0.6124,0.181,0.071,0.747,1,0,0
650,"Just as the latter was getting uneasy, some workmen came past the door bound for his restaurant, and Michaelis took the opportunity to get away, intending to come back later.",0.0516,0.084,0.078,0.838,1,0,0
651,Mavro Michaelis wasn’t even sure of its colour—he told the first policeman that it was light green.,0.3182,0.126,0.0,0.874,1,0,0
652,"The mouth was wide open and ripped a little at the corners, as though she had choked a little in giving up the tremendous vitality she had stored so long.",0.0828,0.136,0.095,0.769,1,0,0
653,“That’s good.,0.4404,0.744,0.0,0.256,1,0,0
654,"He reached up on tiptoes and peered over a circle of heads into the garage, which was lit only by a yellow light in a swinging metal basket overhead.",0.1027,0.053,0.0,0.947,1,0,0
655,"Some man was talking to him in a low voice and attempting, from time to time, to lay a hand on his shoulder, but Wilson neither heard nor saw.",0.1406,0.073,0.054,0.873,1,0,0
656,"“r—” said the policeman, “o—” “g—” “g—” He looked up as Tom’s broad hand fell sharply on his shoulder.",0.4939,0.151,0.0,0.849,1,0,0
657,"“What you want, fella?” “What happened?—that’s what I want to know.” “Auto hit her.",0.2406,0.212,0.0,0.788,1,0,0
658,"“You’ve got to pull yourself together,” he said with soothing gruffness.",0.3182,0.187,0.0,0.813,1,0,0
659,“I’m a friend of his.” Tom turned his head but kept his hands firm on Wilson’s body.,0.2732,0.123,0.0,0.877,1,0,0
660,"“And what colour’s your car?” “It’s a blue car, a coupé.” “We’ve come straight from New York,” I said.",0.2263,0.112,0.0,0.888,1,0,0
661,"“Now, if you’ll let me have that name again correct—” Picking up Wilson like a doll, Tom carried him into the office, set him down in a chair, and came back.",0.3612,0.082,0.0,0.918,1,0,0
662,"As he passed close to me he whispered: “Let’s get out.” Self-consciously, with his authoritative arms breaking the way, we pushed through the still gathering crowd, passing a hurried doctor, case in hand, who had been sent for in wild hope half an hour ago.",0.7269,0.127,0.0,0.873,1,0,0
663,"“I’ll telephone for a taxi to take you home, and while you’re waiting you and Jordan better go in the kitchen and have them get you some supper—if you want any.” He opened the door.",0.4939,0.116,0.0,0.884,1,0,0
664,"“Come in.” “No, thanks.",0.4404,0.492,0.0,0.508,1,0,0
665,But I’d be glad if you’d order me the taxi.,0.4588,0.25,0.0,0.75,1,0,0
666,I’ll wait outside.” Jordan put her hand on my arm.,0.4939,0.262,0.0,0.738,1,0,0
667,"I must have felt pretty weird by that time, because I could think of nothing except the luminosity of his pink suit under the moon.",0.3612,0.124,0.066,0.811,1,0,0
668,It’s better that the shock should all come at once.,0.0772,0.215,0.193,0.593,1,0,0
669,She stood it pretty well.” He spoke as if Daisy’s reaction was the only thing that mattered.,0.4939,0.167,0.0,0.833,1,0,0
670,"“He’s not thinking about her.” “I don’t trust him, old sport.” “How long are you going to wait?” “All night, if necessary.",0.5106,0.136,0.0,0.864,1,0,0
671,I looked at the house; there were two or three bright windows downstairs and the pink glow from Daisy’s room on the ground floor.,0.4404,0.116,0.0,0.884,1,0,0
672,"He was talking intently across the table at her, and in his earnestness his hand had fallen upon and covered her own.",0.1779,0.125,0.097,0.778,1,0,0
673,Once in a while she looked up at him and nodded in agreement.,0.4939,0.225,0.0,0.775,1,0,0
674,"They weren’t happy, and neither of them had touched the chicken or the ale—and yet they weren’t unhappy either.",0.2263,0.157,0.119,0.723,1,0,0
675,"There was an unmistakable air of natural intimacy about the picture, and anybody would have said that they were conspiring together.",0.3612,0.111,0.0,0.889,1,0,0
676,As I tiptoed from the porch I heard my taxi feeling its way along the dark road toward the house.,0.128,0.081,0.0,0.919,1,0,0
677,“You’d better come home and get some sleep.” He shook his head.,0.3612,0.203,0.098,0.699,1,0,0
678,“I want to wait here till Daisy goes to bed.,0.0772,0.126,0.0,0.874,1,0,0
679,"Good night, old sport.” He put his hands in his coat pockets and turned back eagerly to his scrutiny of the house, as though my presence marred the sacredness of the vigil.",0.6705,0.155,0.0,0.845,1,0,0
680,"“I waited, and about four o’clock she came to the window and stood there for a minute and then turned out the light.” His house had never seemed so enormous to me as it did that night when we hunted through the great rooms for cigarettes.",0.6249,0.085,0.0,0.915,1,0,0
681,"We pushed aside curtains that were like pavilions, and felt over innumerable feet of dark wall for electric light switches—once I tumbled with a sort of splash upon the keys of a ghostly piano.",0.3612,0.077,0.0,0.923,1,0,0
682,"“It’s pretty certain they’ll trace your car.” “Go away now, old sport?” “Go to Atlantic City for a week, or up to Montreal.” He wouldn’t consider it.",0.6486,0.181,0.0,0.819,1,0,0
683,He was clutching at some last hope and I couldn’t bear to shake him free.,0.6705,0.328,0.09,0.582,1,0,0
684,He found her excitingly desirable.,0.6369,0.634,0.0,0.366,1,0,0
685,It amazed him—he had never been in such a beautiful house before.,0.7964,0.441,0.0,0.559,1,0,0
686,"But what gave it an air of breathless intensity, was that Daisy lived there—it was as casual a thing to her as his tent out at camp was to him.",0.2023,0.06,0.0,0.94,1,0,0
687,"There was a ripe mystery about it, a hint of bedrooms upstairs more beautiful and cool than other bedrooms, of gay and radiant activities taking place through its corridors, and of romances that were not musty and laid away already in lavender but fresh and breathing and redolent of this year’s shining motorcars and of dances whose flowers were scarcely withered.",0.8413,0.17,0.0,0.83,1,0,0
688,"It excited him, too, that many men had already loved Daisy—it increased her value in his eyes.",0.8689,0.454,0.0,0.546,1,0,0
689,"He felt their presence all about the house, pervading the air with the shades and echoes of still vibrant emotions.",0.5267,0.152,0.0,0.848,1,0,0
690,"However glorious might be his future as Jay Gatsby, he was at present a penniless young man without a past, and at any moment the invisible cloak of his uniform might slip from his shoulders.",0.6369,0.116,0.0,0.884,1,0,0
691,"He took what he could get, ravenously and unscrupulously—eventually he took Daisy one still October night, took her because he had no real right to touch her hand.",0.25,0.102,0.07,0.828,1,0,0
692,"I don’t mean that he had traded on his phantom millions, but he had deliberately given Daisy a sense of security; he let her believe that he was a person from much the same strata as herself—that he was fully able to take care of her.",0.8126,0.153,0.0,0.847,1,0,0
693,"He had intended, probably, to take what he could and go—but now he found that he had committed himself to the following of a grail.",0.2732,0.084,0.0,0.916,1,0,0
694,"She vanished into her rich house, into her rich, full life, leaving Gatsby—nothing.",0.802,0.396,0.0,0.604,1,0,0
695,Her porch was bright with the bought luxury of star-shine; the wicker of the settee squeaked fashionably as she turned toward him and he kissed her curious and lovely mouth.,0.891,0.309,0.0,0.691,1,0,0
696,"She had caught a cold, and it made her voice huskier and more charming than ever, and Gatsby was overwhelmingly aware of the youth and mystery that wealth imprisons and preserves, of the freshness of many clothes, and of Daisy, gleaming like silver, safe and proud above the hot struggles of the poor.",0.8655,0.236,0.106,0.658,1,0,0
697,"“I can’t describe to you how surprised I was to find out I loved her, old sport.",0.7003,0.309,0.0,0.691,1,0,0
698,"I even hoped for a while that she’d throw me over, but she didn’t, because she was in love with me too.",0.8225,0.297,0.0,0.703,1,0,0
699,"She thought I knew a lot because I knew different things from her … Well, there I was, way off my ambitions, getting deeper in love every minute, and all of a sudden I didn’t care.",0.8591,0.268,0.0,0.732,1,0,0
700,"What was the use of doing great things if I could have a better time telling her what I was going to do?” On the last afternoon before he went abroad, he sat with Daisy in his arms for a long, silent time.",0.7906,0.159,0.0,0.841,1,0,0
701,"Now and then she moved and he changed his arm a little, and once he kissed her dark shining hair.",0.3818,0.126,0.0,0.874,1,0,0
702,"The afternoon had made them tranquil for a while, as if to give them a deep memory for the long parting the next day promised.",0.4019,0.15,0.0,0.85,1,0,0
703,"They had never been closer in their month of love, nor communicated more profoundly one with another, than when she brushed silent lips against his coat’s shoulder or when he touched the end of her fingers, gently, as though she were asleep.",0.802,0.153,0.0,0.847,1,0,0
704,"She was feeling the pressure of the world outside, and she wanted to see him and feel his presence beside her and be reassured that she was doing the right thing after all.",0.25,0.115,0.06,0.824,1,0,0
705,"For Daisy was young and her artificial world was redolent of orchids and pleasant, cheerful snobbery and orchestras which set the rhythm of the year, summing up the sadness and suggestiveness of life in new tunes.",0.2263,0.152,0.132,0.716,1,0,0
706,"At the grey tea hour there were always rooms that throbbed incessantly with this low, sweet fever, while fresh faces drifted here and there like rose petals blown by the sad horns around the floor.",0.3664,0.207,0.126,0.667,1,0,0
707,"She wanted her life shaped now, immediately—and the decision must be made by some force—of love, of money, of unquestionable practicality—that was close at hand.",0.8126,0.243,0.0,0.757,1,0,0
708,"There was a wholesome bulkiness about his person and his position, and Daisy was flattered.",0.3818,0.167,0.0,0.833,1,0,0
709,Doubtless there was a certain struggle and a certain relief.,0.7096,0.634,0.159,0.207,1,0,0
710,The letter reached Gatsby while he was still at Oxford.,0.1027,0.135,0.0,0.865,1,0,0
711,"There was a slow, pleasant movement in the air, scarcely a wind, promising a cool, lovely day.",0.89,0.536,0.0,0.464,1,0,0
712,“I don’t think she ever loved him.” Gatsby turned around from a window and looked at me challengingly.,0.5106,0.19,0.078,0.732,1,0,0
713,"“You must remember, old sport, she was very excited this afternoon.",0.4005,0.212,0.0,0.788,1,0,0
714,"“Of course she might have loved him just for a minute, when they were first married—and loved me more even then, do you see?” Suddenly he came out with a curious remark.",0.8779,0.272,0.0,0.728,1,0,0
715,"He came back from France when Tom and Daisy were still on their wedding trip, and made a miserable but irresistible journey to Louisville on the last of his army pay.",0.1027,0.092,0.109,0.799,1,0,0
716,"Just as Daisy’s house had always seemed to him more mysterious and gay than other houses, so his idea of the city itself, even though she was gone from it, was pervaded with a melancholy beauty.",0.2263,0.096,0.073,0.831,1,0,0
717,"He left feeling that if he had searched harder, he might have found her—that he was leaving her behind.",0.128,0.077,0.0,0.923,1,0,0
718,"Then out into the spring fields, where a yellow trolley raced them for a minute with people in it who might once have seen the pale magic of her face along the casual street.",0.2023,0.055,0.0,0.945,1,0,0
719,"He stretched out his hand desperately as if to snatch only a wisp of air, to save a fragment of the spot that she had made lovely for him.",0.8225,0.285,0.073,0.642,1,0,0
720,"But it was all going by too fast now for his blurred eyes and he knew that he had lost that part of it, the freshest and the best, forever.",0.4404,0.122,0.067,0.812,1,0,0
721,“Twelve minutes to my train.” I didn’t want to go to the city.,0.0772,0.106,0.0,0.894,1,0,0
722,"I wasn’t worth a decent stroke of work, but it was more than that—I didn’t want to leave Gatsby.",0.1531,0.159,0.071,0.769,1,0,0
723,"“I suppose Daisy’ll call too.” He looked at me anxiously, as if he hoped I’d corroborate this.",0.1779,0.133,0.097,0.769,1,0,0
724,Just before I reached the hedge I remembered something and turned around.,0.1027,0.135,0.0,0.865,1,0,0
725,“You’re worth the whole damn bunch put together.” I’ve always been glad I said that.,0.296,0.263,0.145,0.591,1,0,0
726,"It was the only compliment I ever gave him, because I disapproved of him from beginning to end.",0.4767,0.171,0.0,0.829,1,0,0
727,"First he nodded politely, and then his face broke into that radiant and understanding smile, as if we’d been in ecstatic cahoots on that fact all the time.",0.7269,0.249,0.078,0.672,1,0,0
728,"His gorgeous pink rag of a suit made a bright spot of colour against the white steps, and I thought of the night when I first came to his ancestral home, three months before.",0.7845,0.198,0.0,0.802,1,0,0
729,"The lawn and drive had been crowded with the faces of those who guessed at his corruption—and he had stood on those steps, concealing his incorruptible dream, as he waved them goodbye.",0.25,0.061,0.0,0.939,1,0,0
730,I thanked him for his hospitality.,0.4404,0.42,0.0,0.58,1,0,0
731,"“I enjoyed breakfast, Gatsby.”  Up in the city, I tried for a while to list the quotations on an interminable amount of stock, then I fell asleep in my swivel-chair.",0.5106,0.113,0.0,0.887,1,0,0
732,“You weren’t so nice to me last night.” “How could it have mattered then?” Silence for a moment.,0.5598,0.184,0.0,0.816,1,0,0
733,"Then: “However—I want to see you.” “I want to see you, too.” “Suppose I don’t go to Southampton, and come into town this afternoon?” “No—I don’t think this afternoon.” “Very well.” “It’s impossible this afternoon.",0.1531,0.075,0.0,0.925,1,0,0
734,"Various—” We talked like that for a while, and then abruptly we weren’t talking any longer.",0.3612,0.152,0.0,0.848,1,0,0
735,"I don’t know which of us hung up with a sharp click, but I know I didn’t care.",0.6486,0.249,0.0,0.751,1,0,0
736,Now I want to go back a little and tell what happened at the garage after we left there the night before.,0.0772,0.064,0.0,0.936,1,0,0
737,"When they convinced her of this, she immediately fainted, as if that was the intolerable part of the affair.",0.4019,0.13,0.0,0.87,1,0,0
738,"Someone, kind or curious, took her in his car and drove her in the wake of her sister’s body.",0.6908,0.251,0.0,0.749,1,0,0
739,"Maybe I could call up the church and get a priest to come over and he could talk to you, see?” “Don’t belong to any.” “You ought to have a church, George, for times like this.",0.3612,0.072,0.0,0.928,1,0,0
740,“Which drawer?” “That drawer—that one.” Michaelis opened the drawer nearest his hand.,0.4939,0.225,0.0,0.775,1,0,0
741,"But conceivably Wilson had heard some of these same explanations before, from Myrtle, because he began saying “Oh, my God!” again in a whisper—his comforter left several explanations in the air.",0.4926,0.099,0.0,0.901,1,0,0
742,"“Who did?” “I have a way of finding out.” “You’re morbid, George,” said his friend.",0.4939,0.198,0.0,0.802,1,0,0
743,"His eyes narrowed and his mouth widened slightly with the ghost of a superior “Hm!” “I know,” he said definitely.",0.6658,0.265,0.083,0.652,1,0,0
744,"She ran out to speak to him and he wouldn’t stop.” Michaelis had seen this too, but it hadn’t occurred to him that there was any special significance in it.",0.7351,0.181,0.0,0.819,1,0,0
745,"“How could she of been like that?” “She’s a deep one,” said Wilson, as if that answered the question.",0.3612,0.128,0.0,0.872,1,0,0
746,"“Ah-h-h—” He began to rock again, and Michaelis stood twisting the leash in his hand.",0.4939,0.186,0.0,0.814,1,0,0
747,"“Maybe you got some friend that I could telephone for, George?” This was a forlorn hope—he was almost sure that Wilson had no friend: there was not enough of him for his wife.",0.7357,0.224,0.058,0.718,1,0,0
748,"He was glad a little later when he noticed a change in the room, a blue quickening by the window, and realized that dawn wasn’t far off.",0.4588,0.115,0.0,0.885,1,0,0
749,"Wilson’s glazed eyes turned out to the ash-heaps, where small grey clouds took on fantastic shapes and scurried here and there in the faint dawn wind.",0.5859,0.167,0.0,0.833,1,0,0
750,"“That’s an advertisement,” Michaelis assured him.",0.3612,0.333,0.0,0.667,1,0,0
751,"By six o’clock Michaelis was worn out, and grateful for the sound of a car stopping outside.",0.0516,0.152,0.192,0.657,1,0,0
752,"It was one of the watchers of the night before who had promised to come back, so he cooked breakfast for three, which he and the other man ate together.",0.3612,0.079,0.0,0.921,1,0,0
753,"The police, on the strength of what he said to Michaelis, that he “had a way of finding out,” supposed that he spent that time going from garage to garage thereabout, inquiring for a yellow car.",0.4939,0.088,0.0,0.912,1,0,0
754,"On the other hand, no garage man who had seen him ever came forward, and perhaps he had an easier, surer way of finding out what he wanted to know.",0.7184,0.225,0.06,0.714,1,0,0
755,"He stopped at the garage for a pneumatic mattress that had amused his guests during the summer, and the chauffeur helped him to pump it up.",0.2263,0.101,0.069,0.83,1,0,0
756,"I have an idea that Gatsby himself didn’t believe it would come, and perhaps he no longer cared.",0.1531,0.14,0.11,0.75,1,0,0
757,"If that was true he must have felt that he had lost the old warm world, paid a high price for living too long with a single dream.",0.5267,0.216,0.074,0.71,1,0,0
758,"A new world, material without being real, where poor ghosts, breathing dreams like air, drifted fortuitously about … like that ashen, fantastic figure gliding toward him through the amorphous trees.",0.7906,0.301,0.114,0.585,1,0,0
759,"There was a faint, barely perceptible movement of the water as the fresh flow from one end urged its way toward the drain at the other.",0.3182,0.087,0.0,0.913,1,0,0
760,"The touch of a cluster of leaves revolved it slowly, tracing, like the leg of transit, a thin red circle in the water.",0.3612,0.111,0.0,0.889,1,0,0
761,"A rope stretched across the main gate and a policeman by it kept out the curious, but little boys soon discovered that they could enter through my yard, and there were always a few of them clustered open-mouthed about the pool.",0.1655,0.043,0.0,0.957,1,0,0
762,"Someone with a positive manner, perhaps a detective, used the expression “madman” as he bent over Wilson’s body that afternoon, and the adventitious authority of his voice set the key for the newspaper reports next morning.",0.5994,0.133,0.0,0.867,1,0,0
763,"Most of those reports were a nightmare—grotesque, circumstantial, eager, and untrue.",0.3612,0.217,0.0,0.783,1,0,0
764,"She showed a surprising amount of character about it too—looked at the coroner with determined eyes under that corrected brow of hers, and swore that her sister had never seen Gatsby, that her sister was completely happy with her husband, that her sister had been into no mischief whatever.",0.5849,0.151,0.084,0.765,1,0,0
765,"At first I was surprised and confused; then, as he lay in his house and didn’t move or breathe or speak, hour upon hour, it grew upon me that I was responsible, because no one else was interested—interested, I mean, with that intense personal interest to which everyone has some vague right at the end.",0.3818,0.143,0.099,0.758,1,0,0
766,"I called up Daisy half an hour after we found him, called her instinctively and without hesitation.",0.2057,0.108,0.0,0.892,1,0,0
767,"I wanted to go into the room where he lay and reassure him: “I’ll get somebody for you, Gatsby.",0.34,0.124,0.0,0.876,1,0,0
768,Just trust me and I’ll get somebody for you—” Meyer Wolfshiem’s name wasn’t in the phone book.,0.5106,0.171,0.0,0.829,1,0,0
769,"I was sure he’d start when he saw the newspapers, just as I was sure there’d be a wire from Daisy before noon—but neither a wire nor Mr. Wolfshiem arrived; no one arrived except more police and photographers and newspaper men.",0.34,0.113,0.054,0.833,1,0,0
770,Dear Mr. Carraway.,0.3818,0.565,0.0,0.435,1,0,0
771,I cannot come down  now as I am tied up in some very important business and cannot get  mixed up in this thing now.,0.2716,0.091,0.0,0.909,1,0,0
772,I hardly know where I am when  I hear about a thing like this and am completely knocked down and  out.,0.3612,0.135,0.0,0.865,1,0,0
773,Yours truly                              Meyer Wolfshiem and then hasty addenda beneath:  Let me know about the funeral etc do not know his family at all.,0.1027,0.11,0.095,0.795,1,0,0
774,They got a circular from New York giving ’em the numbers just five minutes before.,0.34,0.156,0.0,0.844,1,0,0
775,"But he wouldn’t eat, and the glass of milk spilled from his trembling hand.",0.1779,0.181,0.141,0.678,1,0,0
776,“He must have been mad.” “Wouldn’t you like some coffee?” I urged him.,0.3612,0.185,0.0,0.815,1,0,0
777,“I don’t want anything.,0.0772,0.302,0.0,0.698,1,0,0
778,"He had reached an age where death no longer has the quality of ghastly surprise, and when he looked around him now for the first time and saw the height and splendour of the hall and the great rooms opening out from it into other rooms, his grief began to be mixed with an awed pride.",0.4404,0.187,0.132,0.681,1,0,0
